MovieID,Title,Genres,ImdbID,Links,title,year,description,duration,director,writer,stars,ratings
806,American Buffalo (1996),Crime|Drama,115530,https://www.imdb.com/title/tt0115530/,American Buffalo,1996,Long-repressed feelings of bitterness and betrayal explode when three inner-city losers plot the robbery of a valuable coin in a seedy second-hand junk shop.,1h 28m,['Michael Corrente'],['David Mamet'],"['Dustin Hoffman', 'Dennis Franz', 'Sean Nelson']",5.7
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance,114266,https://www.imdb.com/title/tt0114266/,Rendez-vous in Paris,1995,Three stories of love and coincidence around the theme of dates in Paris.,1h 38m,['Ãric Rohmer'],['Ãric Rohmer'],"['Clara Bellar', 'Antoine Basler', 'Mathias MÃ©gard']",7.1
808,Alaska (1996),Adventure|Children,115493,https://www.imdb.com/title/tt0115493/,Alaska,1996,"While searching for their missing father in the mountains of Alaska, two siblings come across a baby polar bear on the run from a pair of poachers.",1h 49m,['Fraser C. Heston'],"['Andy Burg', 'Scott Myers']","['Thora Birch', 'Vincent Kartheiser', 'Dirk Benedict']",5.7
809,Fled (1996),Action|Adventure,116320,https://www.imdb.com/title/tt0116320/,Fled,1996,Two prisoners chained together flee during an escape attempt gone bad.,1h 38m,['Kevin Hooks'],['Preston A. Whitmore II'],"['Laurence Fishburne', 'Stephen Baldwin', 'Will Patton']",5.4
810,Kazaam (1996),Children|Comedy|Fantasy,116756,https://www.imdb.com/title/tt0116756/,Kazaam,1996,"A troubled kid inadvertently releases a genie, who must grant him any three wishes he requests.",1h 33m,['Paul Michael Glaser'],"['Paul Michael Glaser', 'Christian Ford', 'Roger Soffer']","[""Shaquille O'Neal"", 'Francis Capra', 'Ally Walker']",3.0
813,Larger Than Life (1996),Comedy,116823,https://www.imdb.com/title/tt0116823/,Larger Than Life,1996,A motivational speaker discovers that the inheritance his father left for him is in the form of an elephant.,1h 33m,['Howard Franklin'],"['Roy Blount Jr.', 'Pen Densham', 'Garry Williams']","['Bill Murray', 'Matthew McConaughey', 'Jerry Adler']",5.6
815,Power 98 (1995),Action|Mystery|Thriller,114170,https://www.imdb.com/title/tt0114170/,Power 98,1996,A controversial talk show host becomes involved in the murder of a beautiful woman in a war for ratings.,1h 29m,['Jaime Hellman'],['Jaime Hellman'],"['Eric Roberts', 'Lisa Thornhill', 'Jason Gedrick']",4.4
818,"Very Brady Sequel, A (1996)",Comedy,118073,https://www.imdb.com/title/tt0118073/,A Very Brady Sequel,1996,"The Bradys are surprised when a man claiming to be Carol's long lost first husband shows up at their home. Before long, his strange actions cause them to question his motives.",1h 30m,['Arlene Sanford'],"['Sherwood Schwartz', 'Harry Elfont', 'Deborah Kaplan']","['Shelley Long', 'Gary Cole', 'Tim Matheson']",5.8
824,Kaspar Hauser (1993),Drama|Mystery,110246,https://www.imdb.com/title/tt0110246/,Kaspar Hauser,1993,"Kaspar Hauser is the son of the duke of Baden. At the age of one he was swapped by another baby that has been killed right after the change. The real Kaspar Hauser grew up in prison without light, social contacts and education for more than ten years. As teenager he came to public again. First he had to learn a language and other basic skills. Before Kaspar Hauser, me... Read all",2h 19m,['Peter Sehr'],['Peter Sehr'],"['AndrÃ© Eisermann', 'Udo Samel', 'Jeremy Clyde']",6.8
828,"Adventures of Pinocchio, The (1996)",Adventure|Children,115472,https://www.imdb.com/title/tt0115472/,The Adventures of Pinocchio,1996,"One of puppet-maker Geppetto's creations comes magically to life. This puppet named Pinocchio has one major desire, to become a real boy someday, but he has to learn to act responsibly.",1h 36m,['Steve Barron'],"['Sherry Mills', 'Steve Barron', 'Tom Benedek']","['Martin Landau', 'Jonathan Taylor Thomas', 'GeneviÃ¨ve Bujold']",5.2
829,Joe's Apartment (1996),Comedy|Fantasy|Musical,116707,https://www.imdb.com/title/tt0116707/,Joe's Apartment,1996,"A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.",1h 20m,['John Payson'],['John Payson'],"[""Jerry O'Connell"", 'Megan Ward', 'Billy West']",5.5
830,"First Wives Club, The (1996)",Comedy,116313,https://www.imdb.com/title/tt0116313/,The First Wives Club,1996,"Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.",1h 43m,['Hugh Wilson'],"['Olivia Goldsmith', 'Robert Harling']","['Goldie Hawn', 'Bette Midler', 'Diane Keaton']",6.4
831,Stonewall (1995),Drama,114550,https://www.imdb.com/title/tt0114550/,Stonewall,1995,A group of homosexual people try to live with dignity and self-respect while events build to the opening battle in the major gay rights movement.,1h 39m,['Nigel Finch'],"['Rikki Beadle Blair', 'Martin Duberman']","['Guillermo DÃ­az', 'Frederick Weller', 'Brendan Corbalis']",7.0
832,Ransom (1996),Crime|Thriller,117438,https://www.imdb.com/title/tt0117438/,Ransom,1996,"Multi-millionaire Tom Mullen's son is kidnapped, but after initially agreeing to pay the ransom Mullen then decides to use the ransom money as a bounty.",2h 1m,['Ron Howard'],"['Cyril Hume', 'Richard Maibaum', 'Richard Price']","['Mel Gibson', 'Gary Sinise', 'Rene Russo']",6.7
833,High School High (1996),Comedy,116531,https://www.imdb.com/title/tt0116531/,High School High,1996,"Richard Clark has just left the well-known Wellington Academy to teach at Marion Barry High School. Now, he will try to inspire the D-average students into making good grades and try to woo a fellow teacher.",1h 26m,['Hart Bochner'],"['David Zucker', 'Robert LoCash', 'Pat Proft']","['Jon Lovitz', 'Tia Carrere', 'Louise Fletcher']",5.5
835,Foxfire (1996),Drama,116353,https://www.imdb.com/title/tt0116353/,Foxfire,1996,"Legs Sadovsky gets four other high school girls to think for themselves and react to a teacher's sexual harassment, which gets them suspended. They bond, and rebel, at an abandoned house.",1h 42m,['Annette Haywood-Carter'],"['Joyce Carol Oates', 'Elizabeth White']","['Hedy Burress', 'Angelina Jolie', 'Jenny Lewis']",6.1
836,Chain Reaction (1996),Action|Adventure|Thriller,115857,https://www.imdb.com/title/tt0115857/,Chain Reaction,1996,Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,1h 47m,['Andrew Davis'],"['Arne Schmidt', 'Rick Seaman', 'Josh Friedman']","['Keanu Reeves', 'Morgan Freeman', 'Rachel Weisz']",5.6
837,Matilda (1996),Children|Comedy|Fantasy,117008,https://www.imdb.com/title/tt0117008/,Matilda,1996,"A girl gifted with a keen intellect and psychic powers uses both to deal with her crude, distant family and free her kind teacher from their sadistic headmistress.",1h 42m,['Danny DeVito'],"['Roald Dahl', 'Nicholas Kazan', 'Robin Swicord']","['Danny DeVito', 'Rhea Perlman', 'Mara Wilson']",6.9
838,Emma (1996),Comedy|Drama|Romance,116191,https://www.imdb.com/title/tt0116191/,Emma,1996,"While matchmaking for friends and neighbours, a young 19th Century Englishwoman nearly misses her own chance at love.",2h,['Douglas McGrath'],"['Jane Austen', 'Douglas McGrath']","['Gwyneth Paltrow', 'James Cosmo', 'Greta Scacchi']",6.6
839,"Crow: City of Angels, The (1996)",Action|Thriller,115986,https://www.imdb.com/title/tt0115986/,The Crow: City of Angels,1996,The spirit of the Crow resurrects another man seeking revenge for the murder of his son.,1h 24m,['Tim Pope'],"[""James O'Barr"", 'David S. Goyer']","['Vincent Perez', 'Mia Kirshner', 'Richard Brooks']",4.6
840,House Arrest (1996),Children|Comedy,116571,https://www.imdb.com/title/tt0116571/,House Arrest,1996,"A group of children, desperate to keep their various parents from getting divorces, kidnap them and hold them prisoner in a basement in order to force them to reconcile.",1h 48m,['Harry Winer'],['Michael Hitchcock'],"['Jamie Lee Curtis', 'Kevin Pollak', 'Kyle Howard']",5.7
841,Eyes Without a Face (1959),Horror,53459,https://www.imdb.com/title/tt0053459/,Les yeux sans visage,1960,A surgeon causes an accident which leaves his daughter disfigured and goes to extreme lengths to give her a new face.,1h 30m,['Georges Franju'],"['Jean Redon', 'Pierre Boileau', 'Thomas Narcejac']","['Pierre Brasseur', 'Alida Valli', 'Juliette Mayniel']",7.6
842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror,117826,https://www.imdb.com/title/tt0117826/,Bordello of Blood,1996,The Crypt Keeper returns to tell the story of a funeral parlor that moonlights as a vampire bordello.,1h 27m,['Gilbert Adler'],"['William M. Gaines', 'Bob Gale', 'Robert Zemeckis']","['Dennis Miller', 'Erika Eleniak', 'Angie Everhart']",5.3
844,"Story of Xinghua, The (1993)",Drama,108227,https://www.imdb.com/title/tt0108227/,Xinghua san yue tian,1994,"In Northern China, Xinghua lives with her husband, who makes money by selling stones from the Great Wall. But she is unable to give him a son to inherit this wealth. When her husband hatches a plan to tear down the local historic fortress to find a legendary hidden treasure, she finds herself drawn to a gentler, more educated man who wants to preserve it.",1h 30m,['Li Yin'],['Ling Shi'],"['Wenli Jiang', 'Xingli Niu', 'Shaojun Tian']",6.7
846,Flirt (1995),Drama,113080,https://www.imdb.com/title/tt0113080/,Flirt,1995,"The same situation is played out in different cities (New York, Berlin and Tokyo). A lover has to choose whether to commit to a partner who is returning home. In each case there are other people involved, an ex-partner and someone else in a ""permanent"" relationship, what do they choose to do?",1h 25m,['Hal Hartley'],['Hal Hartley'],"['Paul Austin', 'Robert John Burke', 'Martin Donovan']",6.3
847,"Big Squeeze, The (1996)",Comedy|Drama,115680,https://www.imdb.com/title/tt0115680/,The Big Squeeze,1996,"Benny, a lonely drifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his accident, waiting for an insurance settlement that will solve all their financial woes. But when it comes, he refuses to share it with her, claiming with newfound piety that money ... Read all",1h 38m,['Marcus DeLeon'],['Marcus DeLeon'],"['Lara Flynn Boyle', 'Danny Nucci', 'Peter Dobson']",5.0
848,"Spitfire Grill, The (1996)",Drama,117718,https://www.imdb.com/title/tt0117718/,The Spitfire Grill,1996,"Oscar-winner Ellen Burstyn (The Exorcist) headlines this critically praised drama about a young woman, just out of prison, who finds spiritual redemption working at a cafe in Maine.",1h 57m,['Lee David Zlotoff'],['Lee David Zlotoff'],"['Alison Elliott', 'Ellen Burstyn', 'Marcia Gay Harden']",7.0
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,116225,https://www.imdb.com/title/tt0116225/,Escape from L.A.,1996,"Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported.",1h 41m,['John Carpenter'],"['John Carpenter', 'Nick Castle', 'Debra Hill']","['Kurt Russell', 'Steve Buscemi', 'Stacy Keach']",5.7
850,Cyclo (1995),Crime|Drama,112767,https://www.imdb.com/title/tt0112767/,Cyclo,1995,"When a poor bicycle-taxi driver has his cyclo stolen, he is forced into a life of crime. Meanwhile, his sister becomes a sex worker.",2h 3m,['Anh Hung Tran'],['Anh Hung Tran'],"['Le Van Loc', 'Tony Chiu-Wai Leung', 'Nu YÃªn-KhÃª Tran']",7.2
851,Basquiat (1996),Drama,115632,https://www.imdb.com/title/tt0115632/,Basquiat,1996,"The brief life of Jean Michel Basquiat, a world renowned New York street artist struggling with fame, drugs and his identity.",1h 47m,['Julian Schnabel'],"['Lech Majewski', 'John Bowe', 'Julian Schnabel']","['Jeffrey Wright', 'Michael Wincott', 'Benicio Del Toro']",6.9
852,Tin Cup (1996),Comedy|Drama|Romance,117918,https://www.imdb.com/title/tt0117918/,Tin Cup,1996,A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his successful rival's girlfriend.,2h 15m,['Ron Shelton'],"['John Norville', 'Ron Shelton']","['Kevin Costner', 'Rene Russo', 'Don Johnson']",6.4
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,51980,https://www.imdb.com/title/tt0051980/,The Ballad of Narayama,1958,A kabuki theatre-inflected story about a poor village whose people have to be carried to a nearby mountain to die once they get old.,1h 38m,['Keisuke Kinoshita'],"['ShichirÃ´ Fukazawa', 'Keisuke Kinoshita']","['Kinuyo Tanaka', 'Teiji Takahashi', 'YÃ»ko Mochizuki']",7.8
858,"Godfather, The (1972)",Crime|Drama,68646,https://www.imdb.com/title/tt0068646/,The Godfather,1972,The aging patriarch of an organized crime dynasty in postwar New York City transfers control of his clandestine empire to his reluctant youngest son.,2h 55m,['Francis Ford Coppola'],"['Mario Puzo', 'Francis Ford Coppola']","['Marlon Brando', 'Al Pacino', 'James Caan']",9.2
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,109255,https://www.imdb.com/title/tt0109255/,Maybe... Maybe Not,1994,"Thrown out by his girlfriend from her apartment, Axel lives for a while with Norbert, a gay man he met some days before.",1h 33m,['SÃ¶nke Wortmann'],"['SÃ¶nke Wortmann', 'Ralf KÃ¶nig']","['Til Schweiger', 'Katja Riemann', 'Joachim KrÃ³l']",6.5
861,Supercop (1992),Action|Comedy|Crime|Thriller,104558,https://www.imdb.com/title/tt0104558/,Supercop,1992,A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.,1h 31m,['Stanley Tong'],"['Edward Tang', 'Fibe Ma', 'Lee Wai Yee']","['Jackie Chan', 'Michelle Yeoh', 'Maggie Cheung']",6.9
862,Manny & Lo (1996),Drama,116985,https://www.imdb.com/title/tt0116985/,Manny & Lo,1996,A pregnant teen and her younger sister run away from foster homes and kidnap a woman whom they believe can help with the pregnancy.,1h 28m,['Lisa Krueger'],['Lisa Krueger'],"['Scarlett Johansson', 'Aleksa Palladino', 'Mary Kay Place']",6.6
864,"Wife, The (1995)",Comedy|Drama,114936,https://www.imdb.com/title/tt0114936/,The Wife,1995,"Tom Noonan's dark comedy features a husband-and-wife team of psychotherapists who run a New-Age therapy group out in the wilderness. Late one night, Jack and Rita are visited by one of their patients, Cosmo, and his wife, Arlie. Cosmo's wife has felt ""left out,"" since her husband spends so much time with the therapists and confides all of their secrets to them. Arlie ... Read all",1h 41m,['Tom Noonan'],['Tom Noonan'],"['Julie Hagerty', 'Tom Noonan', 'Wallace Shawn']",6.8
866,Bound (1996),Crime|Drama|Romance|Thriller,115736,https://www.imdb.com/title/tt0115736/,Bound,1996,Tough ex-con Corky and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caesar.,1h 49m,"['Lana Wachowski', 'Lilly Wachowski']","['Lilly Wachowski', 'Lana Wachowski']","['Jennifer Tilly', 'Gina Gershon', 'Joe Pantoliano']",7.3
867,Carpool (1996),Comedy|Crime,115836,https://www.imdb.com/title/tt0115836/,Carpool,1996,"When his wife falls sick, a father finds himself having to carpool for the neighborhood school children and being taken hostage by a bank robber.",1h 29m,['Arthur Hiller'],['Don Rhymer'],"['Tom Arnold', 'David Paymer', 'Rhea Perlman']",4.9
869,Kansas City (1996),Crime|Drama|Musical|Thriller,116745,https://www.imdb.com/title/tt0116745/,Kansas City,1996,A pair of kidnappings expose the complex power dynamics within the corrupt and unpredictable workings of 1930s Kansas City.,1h 56m,['Robert Altman'],"['Robert Altman', 'Frank Barhydt']","['Jennifer Jason Leigh', 'Miranda Richardson', 'Harry Belafonte']",6.3
870,Gone Fishin' (1997),Comedy,119214,https://www.imdb.com/title/tt0119214/,Gone Fishin',1997,Two lifelong fishing buddies must overcome a series of obstacles to enjoy their ultimate fishing trip.,1h 34m,['Christopher Cain'],"['Jill Mazursky', 'J.J. Abrams']","['Joe Pesci', 'Danny Glover', 'Rosanna Arquette']",4.8
874,Killer: A Journal of Murder (1995),Crime|Drama,113542,https://www.imdb.com/title/tt0113542/,Killer: A Journal of Murder,1995,"A prison guard at Leavenworth with lofty ideals and hopes of reform struggles to understand a violent, hateful and conscienceless convict. The result is a written testimonial to a crime that no one could have predicted.",1h 31m,['Tim Metcalfe'],"['Thomas E. Gaddis', 'James Long', 'Tim Metcalfe']","['James Woods', 'Robert Sean Leonard', 'Ellen Greene']",6.3
